"","bisonID","basisOfRecord","catalogNumber","collectorNumber","recordedBy","providerID","institutionCode","resourceID","ownerInstitutionCollectionCode","eventDate","year","providedScientificName","scientificName","ITISscientificName","providedCommonName","ITIScommonName","ITIStsn","validAcceptedITIStsn","decimalLatitude","decimalLongitude","computedCountyFips","providedCounty","calculatedCounty","providedState","calculatedState","countryCode","institutionID","collectionID"
"1551",1050828773,"specimen","262364","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-10-21T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.92108154,-104.334938,35021,"Harding County","Harding County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1552",1050828790,"specimen","262404","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-12T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.95853043,-106.1865616,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1553",1050828766,"specimen","262381","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-27T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.96377182,-104.6118393,35033,"Mora County","Mora County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1554",1050828665,"specimen","262297","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-04T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.96393967,-105.3327103,35033,"Mora County","Mora County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1555",1050828808,"specimen","262376","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-06T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.96393967,-105.3327103,35033,"Mora County","Mora County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1556",1050828805,"specimen","262375","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-18T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,35.99246979,-106.8518677,35043,"Sandoval County","Sandoval County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1557",1050828787,"specimen","262400","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-03T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.00450897,-106.8307419,35039,"Sandoval County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1558",1050828849,"specimen","262434","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-19T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.04138947,-106.7761002,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1559",1050828711,"specimen","262335","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-04T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.05450058,-105.1221313,35033,"Mora County","Mora County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1560",1050828727,"specimen","262313","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-28T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.09342957,-106.7228775,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1561",1050828817,"specimen","262426","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-11-14T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.09740067,-105.7331924,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1562",1050828650,"specimen","262310","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-18T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.12979889,-106.8892136,35043,"Sandoval County","Sandoval County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1563",1050828735,"specimen","262360","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-19T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.12979889,-106.8892136,35043,"Sandoval County","Sandoval County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1564",1050828717,"specimen","262319","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-08T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.13311005,-106.667038,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1565",1050828703,"specimen","262330","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-08T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.13311005,-106.667038,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1566",1050828702,"specimen","262298","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-07T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.19842148,-106.8241272,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1567",1050828699,"specimen","262331","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-10-28T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.30612946,-105.4566803,35055,"Taos County","Taos County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1568",1050828788,"specimen","262382","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-30T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.30656052,-105.3230209,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1569",1050828751,"specimen","262372","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-04T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.30810165,-105.55056,35055,"Taos County","Taos County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1570",1050828829,"specimen","262415","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-10-29T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.32419968,-105.4456406,35055,"Taos County","Taos County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1571",1050828680,"specimen","262307","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-06T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.37343979,-106.8727875,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1572",1050828741,"specimen","262355","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-18T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.37400055,-107.5910873,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1573",1050828866,"specimen","262425","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-14T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.38227844,-106.8841476,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1574",1050828701,"specimen","262356","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-04T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.38589096,-106.1753006,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1575",1050828815,"specimen","262413","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-03T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.40011978,-106.8957291,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1576",1050828750,"specimen","262365","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-27T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.40703964,-106.3940811,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1577",1050828806,"specimen","262414","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-09T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.41027832,-106.0818634,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1578",1050828714,"specimen","262363","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-25T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.41656876,-106.3496399,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1579",1050828796,"specimen","262403","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-28T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.42752075,-107.0696869,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1580",1050828695,"specimen","262320","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-09T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.49110031,-106.8421326,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1581",1050828692,"specimen","262315","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-11-08T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.49195099,-106.7863388,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1582",1050828698,"specimen","262324","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-26T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.54156113,-106.4523468,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1583",1050828683,"specimen","262311","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-16T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.55532074,-106.798027,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1584",1050828891,"specimen","262449","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-17T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.58222961,-106.7156982,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1585",1050828816,"specimen","262418","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-13T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.5945015,-103.3230896,35059,"Union County","Union County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1586",1050828812,"specimen","262420","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-13T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.62619019,-106.0207596,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1587",1050828676,"specimen","262333","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-11T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.63003922,-106.5075607,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1588",1050828689,"specimen","262305","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-04T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.65196991,-105.5513992,35055,"Taos County","Taos County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1589",1050828834,"specimen","262398","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-20T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.65544891,-106.5059433,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1590",1050828670,"specimen","262299","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-03T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.66342163,-107.2987213,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1591",1050828789,"specimen","262405","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-15T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.66490936,-107.2205124,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1592",1050828826,"specimen","262438","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-23T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.66616058,-106.5777664,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1593",1050828768,"specimen","262362","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-23T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.67164993,-107.3387375,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1594",1050828761,"specimen","262378","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-25T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.68927002,-106.4629593,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1595",1050828655,"specimen","262291","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-07-02T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.76396942,-104.5168381,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1596",1050828841,"specimen","262401","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-01T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.81953812,-104.4393768,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1597",1050828775,"specimen","262390","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-21T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.85675812,-104.5421295,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1598",1050828666,"specimen","262296","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-23T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.87818909,-106.8738327,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1599",1050828797,"specimen","262385","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-10T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.89210129,-104.4689636,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1600",1050828704,"specimen","262292","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-13T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.90671921,-107.3010101,35039,"Colfax County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1601",1050828763,"specimen","262408","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-12-20T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.91886139,-104.4235382,35007,"Colfax County","Colfax County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1602",1050828688,"specimen","262314","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-17T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.9366188,-105.5000229,35055,"Taos County","Taos County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1603",1050828839,"specimen","262439","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-05-02T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.94805145,-107.0600433,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1604",1050828712,"specimen","262328","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2011-11-06T00:00Z",2011,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.94990921,-106.8980484,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1605",1050828760,"specimen","262327","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-02-14T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.9713707,-107.3308792,35039,"Rio Arriba County","Rio Arriba County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1606",1050828769,"specimen","262366","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-03-22T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,36.99411011,-103.7076492,35059,"Union County","Union County","New Mexico","New Mexico","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1607",1050828753,"specimen","262339","","Collector(s): New Mexico Department of Game and Fish",122,"Museum of Southwestern Biology","12,214,904","MSB Mammal Collection (Arctos)","2012-01-23T00:00Z",2012,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,37.01567078,-107.2593384,8007,"Rio Arriba County","Archuleta County","New Mexico","Colorado","US","http://www.msb.unm.edu/herpetology","http://www.msb.unm.edu/mammals"
"1608",1051198858,"specimen","13171","","Collector(s): unknown; Preparator(s): Everett Whithead",528,"Denver Museum of Nature & Science","52,814,883","DMNS Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,37.18296051,-108.4876404,8083,"Montezuma County","Montezuma County","Colorado","Colorado","US","http://www.dmns.org","http://www.dmns.org/science/collections/dmns-zoology-collections"
"1609",896232615,"specimen","13171","","Collector(s): unknown; Preparator(s): Everett Whithead",528,"Denver Museum of Nature & Science","52,814,883","DMNS Mammal Collection (Arctos)","",NA,"Puma concolor (Linnaeus, 1771)","Puma concolor","Puma concolor","","Cougar;mountain lion;Puma",552479,552479,37.18296051,-108.4876404,8083,"Montezuma County","Montezuma County","Colorado","Colorado","US","http://www.dmns.org","http://www.dmns.org/science/collections/dmns-zoology-collections"
